Word Trial.ID list wordNeighbour N zipf.wordNeighbour len.wordNeighbour bigram.zipf.wordNeighbour old20.wordNeighbour old1.wordNeighbour bigram.zipf.novelWord old20.novelWord old1.novelWord len.novelWord pos_deviation levDistToWordNeigh baseWord Blocco Subject Age Gender Handedness Session List Data OraStart TrialCount rt Resp Acc learning lexicality Index
obranide NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 3 25 Female Right Morning B 2018-09-19 09:54:40 11 1572 1 1 un NA 1
piuniedi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 4 22 Male Right Morning A 2018-09-19 13:50:24 11 1491 2 0 un NA 1
tondra NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 20 32 Female Right Morning A 2018-12-03 13:26:00 11 1364 2 0 un NA 1
succerro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 16 24 Male Right Morning A 2018-11-15 10:03:56 11 1257 2 0 un NA 1
augubio 21004 B augurio 1 2.942971678 7 6.68 1.85 1 6.41 2.7 1 7 middle 1 yes 1 11 25 Male Right Morning B 2018-11-02 13:41:00 12 1235 2 1 un novelword 1
buscio 11020 A guscio 1 3.558279151 6 6.7 1.8 1 6.69 1.75 1 6 initial 1 yes 1 8 24 Female Right Morning A 2018-10-16 13:48:31 12 877 2 1 un novelword 1
catalle 12035 A NA NA NA NA NA NA NA 6.98 1.95 1 7 NA NA no 1 26 27 Female Right Morning A 2019-01-21 10:01:44 12 644 1 0 un novelword 1
descovo 21030 B vescovo 1 3.754404315 7 6.78 1.95 1 6.8 1.95 1 7 initial 1 yes 1 17 24 Male Right Morning B 2018-11-15 14:10:31 12 1159 2 1 un novelword 1
melirio 21011 B delirio 1 3.441343232 7 6.92 1.85 1 6.92 1.95 1 7 initial 1 yes 1 1 28 Male Right Morning B 2018-09-04 10:04:35 12 812 2 1 un novelword 1
omnesia 11002 A amnesia 1 3.488683741 7 6.9 1.85 1 6.87 2.15 1 7 initial 1 yes 1 22 25 Male Right Morning A 2019-01-08 10:00:13 12 897 2 1 un novelword 3
barsime NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 23 32 Female Right Morning B 2019-01-08 13:42:19 12 964 2 0 un NA 1
benado NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 27 20 Female Right Morning B 2019-01-21 13:43:02 12 1858 1 1 un NA 1
combodi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 3 25 Female Right Morning B 2018-09-19 09:54:40 12 1065 2 0 un NA 1
futirte NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 7 21 Male Right Morning B 2018-10-08 13:50:59 12 1043 2 0 un NA 1
iettro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 4 22 Male Right Morning A 2018-09-19 13:50:24 12 1998 2 0 un NA 1
malludi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 16 24 Male Right Morning A 2018-11-15 10:03:56 12 949 2 0 un NA 1
scureve NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 14 22 Female Right Morning A 2018-11-12 13:44:47 12 1729 1 1 un NA 1
anchie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 20 32 Female Right Morning A 2018-12-03 13:26:00 12 2001 -1 0 un NA 1
buscio 11020 A guscio 1 3.558279151 6 6.7 1.8 1 6.69 1.75 1 6 initial 1 yes 1 8 24 Female Right Morning A 2018-10-16 13:48:31 13 536 2 1 un novelword 2
dofile 21012 B docile 1 2.965440196 6 6.79 1.85 1 6.67 1.95 1 6 middle 1 yes 1 27 20 Female Right Morning B 2019-01-21 13:43:02 13 1269 2 1 un novelword 2
menpola 21021 B mensola 1 3.085792887 7 6.85 1.95 1 6.74 1.9 1 7 middle 1 yes 1 3 25 Female Right Morning B 2018-09-19 09:54:40 13 2001 -1 0 un novelword 2
spriage 22047 B NA NA NA NA NA NA NA 6.84 2 2 7 NA NA no 1 17 24 Male Right Morning B 2018-11-15 14:10:31 13 744 1 0 un novelword 2
vimitodi 22050 B NA NA NA NA NA NA NA 6.78 2.8 2 8 NA NA no 1 23 32 Female Right Morning B 2019-01-08 13:42:19 13 1473 1 0 un novelword 2
boammice NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 14 22 Female Right Morning A 2018-11-12 13:44:47 13 1188 2 0 un NA 1
nembila NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 20 32 Female Right Morning A 2018-12-03 13:26:00 13 1304 2 0 un NA 1
orglio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 4 22 Male Right Morning A 2018-09-19 13:50:24 13 1539 2 0 un NA 1
ossendo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 11 25 Male Right Morning B 2018-11-02 13:41:00 13 1528 2 0 un NA 1
prisso NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 28 Male Right Morning B 2018-09-04 10:04:35 13 709 1 1 un NA 1
spisto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 16 24 Male Right Morning A 2018-11-15 10:03:56 13 1699 2 0 un NA 1
tomensa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 22 25 Male Right Morning A 2019-01-08 10:00:13 13 2001 -1 0 un NA 1
paziti NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 26 27 Female Right Morning A 2019-01-21 10:01:44 13 915 1 1 un NA 1
segete NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 7 21 Male Right Morning B 2018-10-08 13:50:59 13 620 2 0 un NA 1
augubio 21004 B augurio 1 2.942971678 7 6.68 1.85 1 6.41 2.7 1 7 middle 1 yes 1 23 32 Female Right Morning B 2019-01-08 13:42:19 14 1111 2 1 un novelword 2
cortario 22037 B NA NA NA NA NA NA NA 7.03 1.85 1 8 NA NA no 1 1 28 Male Right Morning B 2018-09-04 10:04:35 14 720 1 0 un novelword 1
descovo 21030 B vescovo 1 3.754404315 7 6.78 1.95 1 6.8 1.95 1 7 initial 1 yes 1 11 25 Male Right Morning B 2018-11-02 13:41:00 14 1125 2 1 un novelword 1
fomirto 12038 A NA NA NA NA NA NA NA 6.73 2.45 2 7 NA NA no 1 26 27 Female Right Morning A 2019-01-21 10:01:44 14 1573 1 0 un novelword 1
fordora 11017 A forfora 0 2.502677091 7 6.83 2.25 1 6.88 1.95 1 7 middle 1 yes 1 4 22 Male Right Morning A 2018-09-19 13:50:24 14 1784 1 0 un novelword 1
forzica 11018 A formica 2 3.390952497 7 6.82 1.85 1 6.76 1.9 1 7 middle 1 yes 1 14 22 Female Right Morning A 2018-11-12 13:44:47 14 1462 1 0 un novelword 1
forzica 11018 A formica 2 3.390952497 7 6.82 1.85 1 6.76 1.9 1 7 middle 1 yes 1 8 24 Female Right Morning A 2018-10-16 13:48:31 14 462 2 1 un novelword 2
pieppo 11025 A pioppo 1 2.458094958 6 6.61 1.95 1 6.54 1.9 1 6 middle 1 yes 1 16 24 Male Right Morning A 2018-11-15 10:03:56 14 1065 2 1 un novelword 1
dimanze NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 17 24 Male Right Morning B 2018-11-15 14:10:31 14 815 1 1 un NA 1
iesbonve NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 7 21 Male Right Morning B 2018-10-08 13:50:59 14 603 1 1 un NA 1
narmento NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 22 25 Male Right Morning A 2019-01-08 10:00:13 14 2001 -1 0 un NA 1
ommorari NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 3 25 Female Right Morning B 2018-09-19 09:54:40 14 847 1 1 un NA 1
osalei NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 20 32 Female Right Morning A 2018-12-03 13:26:00 14 840 2 0 un NA 1
anchie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 27 20 Female Right Morning B 2019-01-21 13:43:02 14 1957 1 1 un NA 1
anguato 21001 B agguato 1 3.494119287 7 6.76 1.9 1 6.91 1.75 1 7 initial 1 yes 1 3 25 Female Right Morning B 2018-09-19 09:54:40 15 1449 2 1 un novelword 1
catalle 12035 A NA NA NA NA NA NA NA 6.98 1.95 1 7 NA NA no 1 26 27 Female Right Morning A 2019-01-21 10:01:44 15 700 2 1 un novelword 2
ciaffo 11012 A ciuffo 1 2.954351224 6 6.41 1.9 1 6.72 1.95 1 6 middle 1 yes 1 4 22 Male Right Morning A 2018-09-19 13:50:24 15 1021 2 1 un novelword 1
forzica 11018 A formica 2 3.390952497 7 6.82 1.85 1 6.76 1.9 1 7 middle 1 yes 1 14 22 Female Right Morning A 2018-11-12 13:44:47 15 1945 2 1 un novelword 2
spitana 12047 A NA NA NA NA NA NA NA 6.93 1.95 1 7 NA NA no 1 20 32 Female Right Morning A 2018-12-03 13:26:00 15 679 2 1 un novelword 1
beiare NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 17 24 Male Right Morning B 2018-11-15 14:10:31 15 1551 2 0 un NA 1
frodio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 8 24 Female Right Morning A 2018-10-16 13:48:31 15 1213 2 0 un NA 1
ifrebro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 16 24 Male Right Morning A 2018-11-15 10:03:56 15 1595 2 0 un NA 1
itorsbe NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 7 21 Male Right Morning B 2018-10-08 13:50:59 15 812 1 1 un NA 1
morralvo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 28 Male Right Morning B 2018-09-04 10:04:35 15 1072 1 1 un NA 1
ommorari NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 27 20 Female Right Morning B 2019-01-21 13:43:02 15 2001 -1 0 un NA 1
pafute NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 23 32 Female Right Morning B 2019-01-08 13:42:19 15 1228 1 1 un NA 1
pontab NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 11 25 Male Right Morning B 2018-11-02 13:41:00 15 827 1 1 un NA 1
crirri NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 22 25 Male Right Morning A 2019-01-08 10:00:13 15 2001 -1 0 un NA 1
descovo 21030 B vescovo 1 3.754404315 7 6.78 1.95 1 6.8 1.95 1 7 initial 1 yes 1 11 25 Male Right Morning B 2018-11-02 13:41:00 16 800 2 1 un novelword 2
enalogia 21002 B analogia 1 3.010467166 8 6.93 2.05 1 6.9 2.15 1 8 initial 1 yes 1 27 20 Female Right Morning B 2019-01-21 13:43:02 16 2001 -1 0 un novelword 1
inguilla 11005 A anguilla 1 3.016998033 8 6.79 2.1 1 6.77 2.4 1 8 initial 1 yes 1 16 24 Male Right Morning A 2018-11-15 10:03:56 16 1784 2 1 un novelword 2
nicopina 11022 A nicotina 1 3.149964622 8 6.96 2.45 1 6.9 2.6 1 8 middle 1 yes 1 14 22 Female Right Morning A 2018-11-12 13:44:47 16 1643 2 1 un novelword 1
pievra 21025 B piovra 1 2.764954498 6 6.75 1.85 1 6.72 1.8 1 6 middle 1 yes 1 7 21 Male Right Morning B 2018-10-08 13:50:59 16 646 2 1 un novelword 2
sentesto 12046 A NA NA NA NA NA NA NA 7.01 2 2 8 NA NA no 1 20 32 Female Right Morning A 2018-12-03 13:26:00 16 1800 2 1 un novelword 1
allasta NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 4 22 Male Right Morning A 2018-09-19 13:50:24 16 1229 2 0 un NA 1
glicami NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 3 25 Female Right Morning B 2018-09-19 09:54:40 16 1661 2 0 un NA 1
ichisi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 26 27 Female Right Morning A 2019-01-21 10:01:44 16 639 1 1 un NA 1
invimmi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 8 24 Female Right Morning A 2018-10-16 13:48:31 16 1728 1 1 un NA 1
nonosu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 22 25 Male Right Morning A 2019-01-08 10:00:13 16 2001 -1 0 un NA 1
scrivra NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 28 Male Right Morning B 2018-09-04 10:04:35 16 883 1 1 un NA 1
segete NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 17 24 Male Right Morning B 2018-11-15 14:10:31 16 817 2 0 un NA 1
noscre NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 23 32 Female Right Morning B 2019-01-08 13:42:19 16 803 2 0 un NA 1
descovo 21030 B vescovo 1 3.754404315 7 6.78 1.95 1 6.8 1.95 1 7 initial 1 yes 1 3 25 Female Right Morning B 2018-09-19 09:54:40 17 1388 1 0 un novelword 1
mefinga 11021 A meringa 1 2.668044485 7 7.02 1.95 1 6.73 2.4 1 7 middle 1 yes 1 20 32 Female Right Morning A 2018-12-03 13:26:00 17 1657 2 1 un novelword 1
menpola 21021 B mensola 1 3.085792887 7 6.85 1.95 1 6.74 1.9 1 7 middle 1 yes 1 1 28 Male Right Morning B 2018-09-04 10:04:35 17 995 2 1 un novelword 2
spitana 12047 A NA NA NA NA NA NA NA 6.93 1.95 1 7 NA NA no 1 16 24 Male Right Morning A 2018-11-15 10:03:56 17 1389 2 1 un novelword 2
atildo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 26 27 Female Right Morning A 2019-01-21 10:01:44 17 820 2 0 un NA 1
cherci NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 8 24 Female Right Morning A 2018-10-16 13:48:31 17 1700 2 0 un NA 1
lorgato NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 7 21 Male Right Morning B 2018-10-08 13:50:59 17 1166 1 1 un NA 1
morralvo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 17 24 Male Right Morning B 2018-11-15 14:10:31 17 1091 1 1 un NA 1
nevacco NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 22 25 Male Right Morning A 2019-01-08 10:00:13 17 1875 2 0 un NA 1
reociso NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 23 32 Female Right Morning B 2019-01-08 13:42:19 17 860 2 0 un NA 1
sarcapia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 14 22 Female Right Morning A 2018-11-12 13:44:47 17 1313 2 0 un NA 1
iamocca NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 4 22 Male Right Morning A 2018-09-19 13:50:24 17 2001 -1 0 un NA 1
uccezio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 27 20 Female Right Morning B 2019-01-21 13:43:02 17 1702 2 0 un NA 1
propra NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 11 25 Male Right Morning B 2018-11-02 13:41:00 17 1619 2 0 un NA 1
catalle 12035 A NA NA NA NA NA NA NA 6.98 1.95 1 7 NA NA no 1 16 24 Male Right Morning A 2018-11-15 10:03:56 18 1655 1 0 un novelword 1
ospigio 21023 B ospizio 1 3.444987683 7 6.66 2.2 1 6.7 2.4 1 7 final 1 yes 1 11 25 Male Right Morning B 2018-11-02 13:41:00 18 809 2 1 un novelword 2
pievra 21025 B piovra 1 2.764954498 6 6.75 1.85 1 6.72 1.8 1 6 middle 1 yes 1 3 25 Female Right Morning B 2018-09-19 09:54:40 18 1226 2 1 un novelword 1
sentesto 12046 A NA NA NA NA NA NA NA 7.01 2 2 8 NA NA no 1 8 24 Female Right Morning A 2018-10-16 13:48:31 18 1147 2 1 un novelword 2
chiffure NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 14 22 Female Right Morning A 2018-11-12 13:44:47 18 2001 -1 0 un NA 1
creparlo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 23 32 Female Right Morning B 2019-01-08 13:42:19 18 1274 2 0 un NA 1
fatanvo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 28 Male Right Morning B 2018-09-04 10:04:35 18 1213 1 1 un NA 1
gabbre NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 4 22 Male Right Morning A 2018-09-19 13:50:24 18 1492 1 1 un NA 1
irirapie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 27 20 Female Right Morning B 2019-01-21 13:43:02 18 1642 2 0 un NA 1
perandre NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 22 25 Male Right Morning A 2019-01-08 10:00:13 18 2001 -1 0 un NA 1
rebbiaco NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 17 24 Male Right Morning B 2018-11-15 14:10:31 18 1001 1 1 un NA 1
sevizza NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 26 27 Female Right Morning A 2019-01-21 10:01:44 18 674 1 1 un NA 1
raccolo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 20 32 Female Right Morning A 2018-12-03 13:26:00 18 1232 1 1 un NA 1
siglisci NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 7 21 Male Right Morning B 2018-10-08 13:50:59 18 745 2 0 un NA 1
inguilla 11005 A anguilla 1 3.016998033 8 6.79 2.1 1 6.77 2.4 1 8 initial 1 yes 1 26 27 Female Right Morning A 2019-01-21 10:01:44 19 1021 2 1 un novelword 1
melirio 21011 B delirio 1 3.441343232 7 6.92 1.85 1 6.92 1.95 1 7 initial 1 yes 1 17 24 Male Right Morning B 2018-11-15 14:10:31 19 711 2 1 un novelword 1
tullordi 12050 A NA NA NA NA NA NA NA 6.71 3 3 8 NA NA no 1 22 25 Male Right Morning A 2019-01-08 10:00:13 19 1939 2 0 un novelword 2
vimitodi 22050 B NA NA NA NA NA NA NA 6.78 2.8 2 8 NA NA no 1 23 32 Female Right Morning B 2019-01-08 13:42:19 19 801 2 1 un novelword 3
alcossie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 28 Male Right Morning B 2018-09-04 10:04:35 19 727 1 1 un NA 1
amorce NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 16 24 Male Right Morning A 2018-11-15 10:03:56 19 1910 1 1 un NA 1
arselte NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 3 25 Female Right Morning B 2018-09-19 09:54:40 19 875 2 0 un NA 1
enonfe NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 14 22 Female Right Morning A 2018-11-12 13:44:47 19 1604 1 1 un NA 1
fiacce NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 27 20 Female Right Morning B 2019-01-21 13:43:02 19 2001 -1 0 un NA 1
ostace NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 7 21 Male Right Morning B 2018-10-08 13:50:59 19 700 2 0 un NA 1
ticossi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 20 32 Female Right Morning A 2018-12-03 13:26:00 19 2001 -1 0 un NA 1
bimate NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 11 25 Male Right Morning B 2018-11-02 13:41:00 19 839 1 1 un NA 1
iamocca NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 8 24 Female Right Morning A 2018-10-16 13:48:31 19 1424 1 1 un NA 1
timocre NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 4 22 Male Right Morning A 2018-09-19 13:50:24 19 2001 -1 0 un NA 1
ascuccio 11009 A astuccio 0 2.653321228 8 6.78 1.95 1 6.73 2.2 1 8 middle 1 yes 1 14 22 Female Right Morning A 2018-11-12 13:44:47 20 1531 2 1 un novelword 1
augubio 21004 B augurio 1 2.942971678 7 6.68 1.85 1 6.41 2.7 1 7 middle 1 yes 1 17 24 Male Right Morning B 2018-11-15 14:10:31 20 918 1 0 un novelword 2
collepio 11013 A collegio 1 3.686467568 8 6.82 1.75 1 6.81 2.1 1 8 final 1 yes 1 4 22 Male Right Morning A 2018-09-19 13:50:24 20 801 2 1 un novelword 3
edicota 21013 B edicola 1 3.000482945 7 6.89 2 1 6.9 2.3 1 7 final 1 yes 1 1 28 Male Right Morning B 2018-09-04 10:04:35 20 760 1 0 un novelword 1
fomirto 12038 A NA NA NA NA NA NA NA 6.73 2.45 2 7 NA NA no 1 26 27 Female Right Morning A 2019-01-21 10:01:44 20 885 1 0 un novelword 2
tariffu 21005 B tariffa 1 3.416232512 7 6.91 2.2 1 6.9 2.7 1 7 final 1 yes 1 23 32 Female Right Morning B 2019-01-08 13:42:19 20 1149 1 0 un novelword 1
ieggolio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 3 25 Female Right Morning B 2018-09-19 09:54:40 20 2001 -1 0 un NA 1
licarce NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 7 21 Male Right Morning B 2018-10-08 13:50:59 20 727 2 0 un NA 1
pertome NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 16 24 Male Right Morning A 2018-11-15 10:03:56 20 1784 1 1 un NA 1
trandono NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 8 24 Female Right Morning A 2018-10-16 13:48:31 20 1366 2 0 un NA 1
trobbio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 27 20 Female Right Morning B 2019-01-21 13:43:02 20 2001 -1 0 un NA 1
unfulte NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 11 25 Male Right Morning B 2018-11-02 13:41:00 20 1127 1 1 un NA 1
petiro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 20 32 Female Right Morning A 2018-12-03 13:26:00 20 883 2 0 un NA 1
temanefu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 22 25 Male Right Morning A 2019-01-08 10:00:13 20 2001 -1 0 un NA 1
amulero 11003 A amuleto 1 3.319645514 7 6.79 2 1 6.91 2.2 1 7 final 1 yes 1 26 27 Female Right Morning A 2019-01-21 10:01:44 21 1372 2 1 un novelword 2
aquigone 21003 B aquilone 1 3.201647095 8 6.72 2.55 1 6.64 2.8 1 8 middle 1 yes 1 7 21 Male Right Morning B 2018-10-08 13:50:59 21 882 2 1 un novelword 1
bregge 21018 B gregge 1 3.392320354 6 6.71 1.85 1 6.7 1.9 1 6 initial 1 yes 1 27 20 Female Right Morning B 2019-01-21 13:43:02 21 2001 -1 0 un novelword 2
commegia 11014 A commedia 1 3.880232089 8 6.83 2.15 1 6.8 2.45 1 8 middle 1 yes 1 22 25 Male Right Morning A 2019-01-08 10:00:13 21 586 2 1 un novelword 2
difupo 11016 A dirupo 1 2.894214608 6 6.57 1.95 1 6.46 2.05 1 6 middle 1 yes 1 16 24 Male Right Morning A 2018-11-15 10:03:56 21 1475 2 1 un novelword 1
gadodo 12041 A NA NA NA NA NA NA NA 6.61 2 2 6 NA NA no 1 4 22 Male Right Morning A 2018-09-19 13:50:24 21 1626 2 1 un novelword 1
ascida NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 11 25 Male Right Morning B 2018-11-02 13:41:00 21 902 2 0 un NA 1
frodio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 23 32 Female Right Morning B 2019-01-08 13:42:19 21 811 2 0 un NA 1
igniero NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 3 25 Female Right Morning B 2018-09-19 09:54:40 21 520 2 0 un NA 1
olpiato NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 28 Male Right Morning B 2018-09-04 10:04:35 21 973 2 0 un NA 1
tranda NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 14 22 Female Right Morning A 2018-11-12 13:44:47 21 1604 1 1 un NA 1
ualidasa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 8 24 Female Right Morning A 2018-10-16 13:48:31 21 1785 1 1 un NA 1
ornato NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 20 32 Female Right Morning A 2018-12-03 13:26:00 21 1603 2 0 un NA 1
omedelca NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 17 24 Male Right Morning B 2018-11-15 14:10:31 21 1165 2 0 un NA 1
bosigene 22034 B NA NA NA NA NA NA NA 6.8 2.85 2 8 NA NA no 1 7 21 Male Right Morning B 2018-10-08 13:50:59 22 1225 1 0 un novelword 1
mastenza 12043 A NA NA NA NA NA NA NA 6.9 2.25 2 8 NA NA no 1 8 24 Female Right Morning A 2018-10-16 13:48:31 22 860 2 1 un novelword 1
mastenza 12043 A NA NA NA NA NA NA NA 6.9 2.25 2 8 NA NA no 1 22 25 Male Right Morning A 2019-01-08 10:00:13 22 2001 -1 0 un novelword 1
spriage 22047 B NA NA NA NA NA NA NA 6.84 2 2 7 NA NA no 1 27 20 Female Right Morning B 2019-01-21 13:43:02 22 2001 -1 0 un novelword 2
agarlo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 11 25 Male Right Morning B 2018-11-02 13:41:00 22 1342 2 0 un NA 1
agliasa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 17 24 Male Right Morning B 2018-11-15 14:10:31 22 1026 1 1 un NA 1
bibiati NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 28 Male Right Morning B 2018-09-04 10:04:35 22 796 1 1 un NA 1
enonfe NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 3 25 Female Right Morning B 2018-09-19 09:54:40 22 1086 1 1 un NA 1
ereoppi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 23 32 Female Right Morning B 2019-01-08 13:42:19 22 2001 -1 0 un NA 1
fuesieppo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 26 27 Female Right Morning A 2019-01-21 10:01:44 22 904 1 1 un NA 1
gierdo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 20 32 Female Right Morning A 2018-12-03 13:26:00 22 913 2 0 un NA 1
mascuge NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 4 22 Male Right Morning A 2018-09-19 13:50:24 22 2001 -1 0 un NA 1
semprin NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 16 24 Male Right Morning A 2018-11-15 10:03:56 22 1790 2 0 un NA 1
accide NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 14 22 Female Right Morning A 2018-11-12 13:44:47 22 1878 2 0 un NA 1
cortario 22037 B NA NA NA NA NA NA NA 7.03 1.85 1 8 NA NA no 1 27 20 Female Right Morning B 2019-01-21 13:43:02 23 1679 1 0 un novelword 1
enalogia 21002 B analogia 1 3.010467166 8 6.93 2.05 1 6.9 2.15 1 8 initial 1 yes 1 7 21 Male Right Morning B 2018-10-08 13:50:59 23 646 2 1 un novelword 1
fomirto 12038 A NA NA NA NA NA NA NA 6.73 2.45 2 7 NA NA no 1 14 22 Female Right Morning A 2018-11-12 13:44:47 23 1117 2 1 un novelword 3
gadodo 12041 A NA NA NA NA NA NA NA 6.61 2 2 6 NA NA no 1 20 32 Female Right Morning A 2018-12-03 13:26:00 23 947 2 1 un novelword 1
gateri 22043 B NA NA NA NA NA NA NA 7.12 1.95 1 6 NA NA no 1 3 25 Female Right Morning B 2018-09-19 09:54:40 23 1156 2 1 un novelword 1
tenopo 12049 A NA NA NA NA NA NA NA 6.92 2 2 6 NA NA no 1 8 24 Female Right Morning A 2018-10-16 13:48:31 23 1232 2 1 un novelword 1
